Personnel_No,Personnel_Subarea,Personnel_Area,Cost_Ctr,Cost_Center,Gender_Key,Job_Position,Entry,Leaving_date/Today,Birth_date,length_of_service,Age,Status
60004333,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-09-2016,27-04-2017,,0,117,Terminated
60004335,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-09-2016,23-04-2017,,0,117,Terminated
60004338,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-09-2016,30-05-2017,,0,117,Terminated
60004341,Newport News,US-VA-Newport News-C Auto Sys,214-K073,Variable Maintenance,Male,Sr Manufacturing Engineer,03-10-2016,24-03-2017,22-04-1967,0,50,Terminated
60004346,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12260,MV PII Truck Curing,Male,Press Operator MVN-215,06-02-2017,25-07-2017,26-04-1976,0,41,Terminated
60004349,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12260,MV PII Truck Curing,Male,Press Operator MVN-112,06-10-2016,15-01-2017,03-01-1995,0,22,Terminated
60004355,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,05-10-2016,09-10-2017,,1,117,Terminated
60004356,Morganton,US-NC-Morganton-CAS Inc.,161150,Bracketing,unknown,Temporary / Contingent,06-10-2016,08-10-2017,,1,117,Terminated
60004359,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,17-10-2016,01-09-2017,18-07-1977,0,40,Terminated
60004371,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,22070,MV CF Pass Curing,Male,,30-11-2016,04-04-2017,12-09-1997,0,20,Terminated
60004372,Barnsville,US-GA-Barnsville-CTNA Aldora,18390,AD Direct Cabling,Female,Temporary / Contingent,09-09-2016,19-02-2017,13-05-1964,0,53,Terminated
60004373,Barnsville,US-GA-Barnsville-CTNA Aldora,18350,AD Weaving - Plant 2,Male,Temporary / Contingent,19-09-2016,04-01-2017,31-12-1989,0,27,Terminated
60004375,Culpeper,US-VA-Culpeper-CAS Inc.,163144,MKxxE Machining,unknown,Temporary / Contingent,03-10-2016,23-02-2017,01-01-1980,0,37,Terminated
60004377,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Female,Production Associate,06-10-2016,04-01-2017,10-02-1995,0,22,Terminated
60004378,Culpeper,US-VA-Culpeper-CAS Inc.,163144,MKxxE Machining,Female,Temporary / Contingent,31-10-2016,03-01-2017,01-01-1970,0,47,Terminated
60004379,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,17-10-2016,10-03-2017,13-10-1971,0,46,Terminated
60004381,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Female,Manufacturing Associate I,26-06-2017,13-09-2017,12-08-1998,0,19,Terminated
60004383,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,01-01-2017,,0,117,Terminated
60004384,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,03-08-2017,,0,117,Terminated
60004385,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,27-03-2017,,0,117,Terminated
60004386,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,11-09-2017,,0,117,Terminated
60004388,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,18-04-2017,,0,117,Terminated
60004393,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,04-10-2016,14-01-2017,,0,117,Terminated
60004394,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,04-10-2016,25-01-2017,,0,117,Terminated
60004396,Morganton,US-NC-Morganton-CAS Inc.,161158,Fin. Ably MK25E MOD7,unknown,Temporary / Contingent,07-10-2016,21-07-2017,,0,117,Terminated
60004407,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,,03-10-2016,13-04-2017,,0,117,Terminated
60004408,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,03-10-2016,20-04-2017,,0,117,Terminated
60004419,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,05-10-2016,14-05-2017,,0,117,Terminated
60004427,Montvale,"US-NJ-Montvale CT NA, Inc.",99939,HQ-ContiTech Reb B-K,Female,Lead Talent Dev Specialist,16-05-2011,31-07-2017,21-09-1984,6,33,Terminated
60004435,Somersworth,US-NH-Somersworth-CT Tpol,2301202030,Ext Mat Prep Labor A,Male,Temporary / Contingent,12-10-2016,05-01-2017,01-01-1970,0,47,Terminated
60004438,Somersworth,US-NH-Somersworth-CT Tpol,2301203030,BM Machine&Proctect,Male,Temporary / Contingent,12-10-2016,10-01-2017,01-01-1970,0,47,Terminated
60004440,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,,12-10-2016,01-01-2017,21-04-1996,0,21,Terminated
60004443,Somersworth,US-NH-Somersworth-CT Tpol,2301203040,Weld-Perif/Frimo/KLN,Male,Temporary / Contingent,14-10-2016,08-05-2017,01-01-1970,0,47,Terminated
60004444,Somersworth,US-NH-Somersworth-CT Tpol,2301203050,EBA2 Crush ring ass.,Male,Temporary / Contingent,14-10-2016,16-03-2017,01-01-1970,0,47,Terminated
60004446,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Female,Tire Builder Operator SMT-004,17-10-2016,02-04-2017,14-12-1992,0,24,Terminated
60004452,Barnsville,US-GA-Barnsville-CTNA Aldora,18390,AD Direct Cabling,Male,Temporary / Contingent,07-10-2016,16-01-2017,28-12-1972,0,44,Terminated
60004454,Barnsville,US-GA-Barnsville-CTNA Aldora,18390,AD Direct Cabling,Male,Temporary / Contingent,05-10-2016,06-04-2017,18-09-1982,0,35,Terminated
60004455,AH-North CAS,US-MI-AH-North-CAS Inc.,564404,AR AHN,Male,Finance Associate,17-10-2016,11-08-2017,19-07-1994,0,23,Terminated
60004456,Barnsville,US-GA-Barnsville-CTNA Aldora,18570,AD Shipping and Whse,Male,Temporary / Contingent,26-09-2016,15-02-2017,22-06-1997,0,20,Terminated
60004459,AH-S.PT-Holding,US-MI-AH-South-CAS,205-J112,P ES MPA NA,Male,Intern/Student Program - Technical,24-10-2016,07-04-2017,29-08-1995,0,22,Terminated
60004460,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,999HR,HR Dummy-CoCd515 Emp,Female,Intern/Student Program - Non Technical,24-10-2016,19-05-2017,01-09-1994,0,23,Terminated
60004464,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12260,MV PII Truck Curing,Male,Press Operator MVN-112,13-10-2016,16-02-2017,13-10-1996,0,21,Terminated
60004467,"IN, Indianapoli",US-All-Best Drive,98011,BD Indianapolis,Female,Accounting Assistant I,17-10-2016,25-07-2017,03-10-1972,0,45,Terminated
60004468,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,17-10-2016,16-01-2017,,0,117,Terminated
60004469,Morganton,US-NC-Morganton-CAS Inc.,161148,Pre Assembly,unknown,Temporary / Contingent,13-10-2016,15-10-2017,,1,117,Terminated
60004471,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Machine Operator,10-10-2016,30-06-2017,14-10-1996,0,21,Terminated
60004477,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,14-10-2016,13-02-2017,,0,117,Terminated
60004483,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,17-10-2016,17-02-2017,17-04-1965,0,52,Terminated
60004490,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Female,,17-10-2016,11-10-2017,19-08-1994,0,23,Terminated
60004507,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,31085,MV Autopallet CVT,Male,Packaging Operator MVN-002,17-10-2016,27-06-2017,21-07-1997,0,20,Terminated
60004509,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,Truck Operator MVN-002,17-10-2016,17-08-2017,14-09-1978,0,39,Terminated
60004513,Detroit,US-MI-Detroit-Best Drive,98006,BD Sales Detroit,Male,Service Tech I,10-10-2016,03-03-2017,08-06-1995,0,22,Terminated
60004517,AH-S.CA-Inc.,US-MI-AH-South-CAS,205-I817,I ID RD Cross PDC SW,Male,Sr Staff Software Engineer,24-10-2016,14-06-2017,05-07-1957,0,60,Terminated
60004519,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,10-10-2016,14-02-2017,,0,117,Terminated
60004529,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Female,Material Handler,13-03-2017,14-03-2017,02-09-1988,0,29,Terminated
60004531,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,13-10-2016,16-02-2017,,0,117,Terminated
60004532,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Female,Tire Builder Operator SMT-004,17-10-2016,31-01-2017,02-10-1976,0,41,Terminated
60004534,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,13-10-2016,15-05-2017,,0,117,Terminated
60004535,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,,11-10-2016,27-01-2017,,0,117,Terminated
60004536,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,17-10-2016,17-03-2017,02-07-1969,0,48,Terminated
60004540,AH-S.PT-Holding,US-MI-AH-South-CAS,205-J114,P ES ECU Design 1,Male,Intern/Student Program - Technical,24-10-2016,05-05-2017,23-10-1995,0,22,Terminated
60004542,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12030,MV Mixing,Male,Mixer Machine Operator MVN-209,09-01-2017,02-04-2017,18-11-1980,0,36,Terminated
60004547,AH-North CAS,US-MI-AH-North-CAS Inc.,564590,KAM - Ford,Male,Intern/Student Program - Non Technical,27-10-2016,03-01-2017,12-08-1994,0,23,Terminated
60004548,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Male,Production Associate,20-10-2016,15-03-2017,18-06-1971,0,46,Terminated
60004549,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Male,Production Associate,20-10-2016,31-01-2017,19-10-1963,0,54,Terminated
60004550,Newport News,US-VA-Newport News-C Auto Sys,214-958,Deka Rail,Female,Production Associate,20-10-2016,09-02-2017,01-01-1971,0,46,Terminated
60004552,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Male,Production Associate,20-10-2016,31-01-2017,19-10-1963,0,54,Terminated
60004555,Newport News,US-VA-Newport News-C Auto Sys,214-K063,GHPP Components,Male,Production Associate,20-10-2016,06-02-2017,18-03-1992,0,25,Terminated
60004564,Morganton,US-NC-Morganton-CAS Inc.,161157,Fin. Ably MK25E MOD6,unknown,Temporary / Contingent,18-10-2016,04-01-2017,,0,117,Terminated
60004568,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,11-10-2016,20-05-2017,,0,117,Terminated
60004571,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-04-2017,06-05-2017,,0,117,Terminated
60004580,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-07-2017,08-08-2017,,0,117,Terminated
60004581,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,31-01-2017,02-03-2017,,0,117,Terminated
60004587,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12270,MV Truck F.F.,Male,,24-10-2016,15-02-2017,31-12-1996,0,20,Terminated
60004589,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12730,MV Gen Maint,Male,,24-10-2016,25-07-2017,12-07-1954,0,63,Terminated
60004590,Morganton,US-NC-Morganton-CAS Inc.,761175,EAS Production,unknown,Temporary / Contingent,24-10-2016,05-05-2017,,0,117,Terminated
60004591,Newport News,US-VA-Newport News-C Auto Sys,214-251,Quality &Reliability,Male,Intern/Student Program - Technical,19-10-2016,16-10-2017,20-05-1989,0,28,Terminated
60004596,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,17-10-2016,28-05-2017,,0,117,Terminated
60004598,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,17-10-2016,24-04-2017,,0,117,Terminated
60004601,Culpeper,US-VA-Culpeper-CAS Inc.,163144,MKxxE Machining,Female,Temporary / Contingent,17-10-2016,31-01-2017,01-01-1970,0,47,Terminated
60004606,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Female,Manufacturing Associate I,24-10-2016,06-01-2017,17-12-1972,0,44,Terminated
60004609,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Male,Manufacturing Associate I,24-10-2016,30-08-2017,27-06-1990,0,27,Terminated
60004614,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,24-10-2016,15-08-2017,,0,117,Terminated
60004615,AH-North CAS,US-MI-AH-North-CAS Inc.,1864720,FND Mtrl. Purchasing,Male,Intern/Student Program - Non Technical,24-10-2016,30-06-2017,07-07-1990,0,27,Terminated
60004622,Allentown,US-PA-Allentown-CAS Inc.,200-5015,Additional Warehouse,Female,Packaging,31-10-2016,02-05-2017,12-02-1988,0,29,Terminated
60004623,Troy CA,US-MI-Troy-CAS Inc.,205-T500,OES VK(s) Sales+BD,Male,Intern/Student Program - Non Technical,24-10-2016,21-04-2017,12-05-1995,0,22,Terminated
60004625,AH-North CAS,US-MI-AH-North-CAS Inc.,564436,S&T SA Proj Design,Male,Security Specialist,31-10-2016,31-01-2017,25-12-1987,0,29,Terminated
60004626,Somersworth,US-NH-Somersworth-CT Tpol,2301203040,Weld-Perif/Frimo/KLN,Male,Temporary / Contingent,26-10-2016,18-08-2017,01-01-1970,0,47,Terminated
60004632,Newport News,US-VA-Newport News-C Auto Sys,214-251,Quality &Reliability,Male,Intern/Student Program - Technical,24-10-2016,21-04-2017,20-07-1996,0,21,Terminated
60004634,Morganton,US-NC-Morganton-CAS Inc.,161163,MK25e Valves - ASR,unknown,Temporary / Contingent,27-10-2016,23-01-2017,,0,117,Terminated
60004636,Morganton,US-NC-Morganton-CAS Inc.,161163,MK25e Valves - ASR,unknown,,27-10-2016,24-04-2017,,0,117,Terminated
60004642,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-10-2016,25-06-2017,,0,117,Terminated
60004645,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-10-2016,17-01-2017,,0,117,Terminated
60004647,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-10-2016,04-01-2017,,0,117,Terminated
60004648,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,18-10-2016,23-02-2017,,0,117,Terminated
60004650,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,18-10-2016,02-02-2017,,0,117,Terminated
60004656,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,Rework/Repair Operator Final Finish MVN-,28-10-2016,21-07-2017,27-05-1998,0,19,Terminated
60004660,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12240,MV Pass/LT Curing,Male,,31-10-2016,21-04-2017,01-05-1982,0,35,Terminated
60004661,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,22070,MV CF Pass Curing,Male,,31-10-2016,14-05-2017,26-04-1995,0,22,Terminated
60004664,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,,31-10-2016,08-05-2017,26-06-1974,0,43,Terminated
60004665,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12240,MV Pass/LT Curing,Male,,03-03-2017,14-05-2017,22-05-1978,0,39,Terminated
60004667,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12730,MV Gen Maint,Male,Maintenance Technician MVN-131,31-10-2016,20-08-2017,15-05-1993,0,24,Terminated
60004674,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,,01-11-2016,02-07-2017,,0,117,Terminated
60004677,"MI, Taylor",US-All-Best Drive,98006,BD Sales Detroit,Male,Sr. Commercial Sales Representative,31-10-2016,11-05-2017,05-02-1970,0,47,Terminated
60004691,Newport News,US-VA-Newport News-C Auto Sys,214-941,Components Machining,Male,Production Machinist,01-11-2016,30-09-2017,31-01-1993,0,24,Terminated
60004692,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Male,Production Associate,01-11-2016,24-04-2017,25-10-1994,0,23,Terminated
60004693,Fountain Inn,US-SC-Fountain Inn-CAS Inc.,205-P999,P FEM Fountain Inn,Male,Quality Assurance Specialist,15-05-2006,02-06-2017,09-03-1968,11,49,Terminated
60004696,Fountain Inn,US-SC-Fountain Inn-CAS Inc.,205-P999,P FEM Fountain Inn,Male,Machine Operator-FTI-003,01-01-2017,22-05-2017,09-03-1995,0,22,Terminated
60004810,Fountain Inn,US-SC-Fountain Inn-CAS Inc.,205-P999,P FEM Fountain Inn,Male,Machine Operator-FTI-004,01-01-2017,11-07-2017,10-07-1959,0,58,Terminated
60004816,Fountain Inn,US-SC-Fountain Inn-CAS Inc.,205-P999,P FEM Fountain Inn,Male,Machine Operator-FTI-004,01-01-2017,03-04-2017,03-01-1990,0,27,Terminated
60004825,Fountain Inn,US-SC-Fountain Inn-CAS Inc.,205-P999,P FEM Fountain Inn,Male,Machine Operator-FTI-004,25-03-2007,11-08-2017,01-07-1984,10,33,Terminated
60004826,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,Rework/Repair Operator Final Finish MVN-,30-11-2016,30-01-2017,14-12-1994,0,22,Terminated
60004843,Culpeper,US-VA-Culpeper-CAS Inc.,163144,MKxxE Machining,Male,Temporary / Contingent,31-10-2016,19-01-2017,01-01-1990,0,27,Terminated
60004845,Newport News,US-VA-Newport News-C Auto Sys,214-K066,XL3 Components,Male,Production Machinist,01-11-2016,06-03-2017,24-06-1962,0,55,Terminated
60004855,Newport News,US-VA-Newport News-C Auto Sys,214-K045,SCR,Female,Production Associate,02-11-2016,24-01-2017,30-08-1990,0,27,Terminated
60004856,Morganton,US-NC-Morganton-CAS Inc.,161152,Prod. Wash MOR,unknown,,06-11-2016,22-05-2017,,0,117,Terminated
60004858,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,25-01-2017,,0,117,Terminated
60004859,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,07-02-2017,,0,117,Terminated
60004860,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,02-04-2017,,0,117,Terminated
60004861,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,11-04-2017,,0,117,Terminated
60004863,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,13-02-2017,,0,117,Terminated
60004864,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,02-01-2017,,0,117,Terminated
60004865,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-10-2016,20-03-2017,,0,117,Terminated
60004872,AH-North CAS,US-MI-AH-North-CAS Inc.,164473,CONTROL STRATEGIES,Male,Intern/Student Program - Technical,07-11-2016,03-03-2017,24-08-1990,0,27,Terminated
60004878,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Male,Production Associate,02-11-2016,27-09-2017,25-08-1978,0,39,Terminated
60004880,Newport News,US-VA-Newport News-C Auto Sys,214-K073,Variable Maintenance,Male,Manufacturing Technician II,31-10-2016,10-02-2017,13-09-1965,0,52,Terminated
60004882,Newport News,US-VA-Newport News-C Auto Sys,214-K058,GHPP,Male,Production Associate,02-11-2016,15-01-2017,03-04-1987,0,30,Terminated
60004883,Sumter,US-SC-Sumter-CTNA Prod,71040,FG Warehouse,Male,Material Handler SMT-002,14-11-2016,01-08-2017,08-09-1992,0,25,Terminated
60004885,Newport News,US-VA-Newport News-C Auto Sys,214-K061,XL3 Fuel Rail,Female,Production Associate,02-11-2016,12-02-2017,02-07-1964,0,53,Terminated
60004926,Delavan,US-WI-Delavan-C Auto Sys,,,Female,,07-08-2006,17-01-2017,10-05-1967,10,50,Terminated
60004928,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-728,Accounting & Finance,Male,Supervisor Finance,10-04-2000,07-07-2017,09-12-1957,17,59,Terminated
60004930,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K430,Program Management,Male,Project Manager (Indiv),20-01-1990,31-05-2017,04-03-1967,27,50,Terminated
60004953,Delavan,US-WI-Delavan-C Auto Sys,,,Male,,23-04-2009,02-01-2017,31-12-1986,7,30,Terminated
60004965,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K710,Production Support,Female,Facilities Analyst,15-07-2010,24-03-2017,21-12-1966,6,50,Terminated
60004966,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K073,Variable Maintenance,Male,Maintenance Technician IV,01-09-2010,19-05-2017,16-03-1967,6,50,Terminated
60005004,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K450,Engineering Lab,Male,Sr Test Engineer,01-04-2013,25-08-2017,03-01-1984,4,33,Terminated
60005010,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-728,Accounting & Finance,Female,Accounting Coordinator,01-01-2017,28-04-2017,18-07-1982,0,35,Terminated
60005011,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K740,Fuel Products,Male,Production Associate I,09-07-2013,17-08-2017,03-03-1992,4,25,Terminated
60005024,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-288,SCM,Female,Supervisor Master Planning,01-01-2017,28-04-2017,29-06-1979,0,38,Terminated
60005025,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-731,O.I.,Male,Supervisor IT Systems,01-01-2017,31-03-2017,10-03-1962,0,55,Terminated
60005031,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K740,Fuel Products,Female,Production Associate I,01-01-2017,10-04-2017,24-01-1992,0,25,Terminated
60005034,Delavan,US-WI-Delavan-C Auto Sys,,,Female,,18-08-2014,17-02-2017,09-02-1956,2,61,Terminated
60005036,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K740,Fuel Products,Male,Production Associate I,01-01-2017,14-04-2017,02-07-1991,0,26,Terminated
60005039,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-286,SCM - Warehouse,Male,Production Associate I,01-01-2017,12-04-2017,12-06-1967,0,50,Terminated
60005040,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-288,SCM,Female,Materials Coordinator,01-01-2017,15-02-2017,20-03-1979,0,38,Terminated
60005055,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-728,Accounting & Finance,Female,Accounting Administrator,01-01-2017,28-04-2017,29-08-1968,0,49,Terminated
60005058,Delavan,US-WI-Delavan-C Auto Sys,,,Female,,26-05-2015,17-01-2017,18-12-1966,1,50,Terminated
60005064,Delavan,US-WI-Delavan-C Auto Sys,,,Female,,26-08-2015,01-01-2017,16-01-1977,1,40,Terminated
60005072,NPN Non-Union,US-VA-Newport News-C Auto Sys,214-K450,Engineering Lab,Male,Intern/Student Program - Technical,01-01-2017,13-05-2017,19-05-1992,0,25,Terminated
